id_discente,sexo,semestre_letivo,media_final,numero_faltas,cod_disciplina,disciplina,ch_total,descricao
"176,221",M,20131,8,0,"2,704",PESQUISA APLICADA A COMPUTACAO,45,APROVADO
"280,241",M,20162,null,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,MATRICULADO
"188,972",F,20152,0,0,"3,829",LINGUAGEM PROGRAMACAO II,60,REPROVADO
"182,304",M,20132,7.2,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,APROVADO
"171,443",M,20122,2.8,0,"3,817",INTRODUCAO A PROGRAMACAO,60,REPROVADO
"154,545",M,20132,8.7,0,"3,829",LINGUAGEM PROGRAMACAO II,60,APROVADO
"133,443",M,20111,7,0,"7,036",CALCULO DIF  E INTEGRAL III,60,APROVADO
"267,313",M,20151,2,0,"4,250",CALCULO VET GEO ANALITICA,60,REPROVADO
"154,463",M,20132,null,0,"2,700",METODOS DE PROJETO DE SOFTWARE,60,TRANCADO
"269,620",M,20161,4.8,0,"16,952",TÓPICOS ESPEM ENG DE COMPUTAÇÃOIII,60,REPROVADO
"275,232",M,20161,8.8,0,"3,828",LINGUAGEM PROGRAMACAO I,60,APROVADO
"154,543",M,20152,null,null,"7,036",CALCULO DIF  E INTEGRAL III,60,INDEFERIDO
"254,545",M,20162,null,null,"21,886",ARQUITETURA DE COMPUTADORES,60,EXCLUIDA
"155,164",M,20132,1.7,0,"2,690",INTRODUCAO A MICROELETRONICA,60,REPROVADO
"280,937",M,20161,7.5,0,"17,809",PESQUISA APLICADA À MAT COMPUTACIONAL,45,DISPENSADO
"189,786",M,20151,10,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,APROVADO
"183,246",M,20152,null,null,"7,036",CALCULO DIF  E INTEGRAL III,60,INDEFERIDO
"189,891",M,20132,8.7,0,"4,555",CALCULO NUMERICO,60,DISPENSADO
"190,227",M,20142,0,0,"4,372",LINGUA INGLESA I,75,REP. FALTA
"177,889",M,20132,8.3,0,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,APROVADO
"185,754",M,20161,null,null,"21,873",MATERIAIS PARA MICRO E NANO TECNOLOGIA,60,APROVEITADO
"276,735",M,20162,null,0,"1,641",SERIES E EQUACOES DIF ORDINARIAS,60,MATRICULADO
"115,375",M,20081,null,0,"4,250",CALCULO VET GEO ANALITICA,60,TRANCADO
"135,331",M,20112,5,0,"3,851",TOPICOS ESPEC EM COMPUTACAO,60,APROVADO
"182,430",M,20142,2.5,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,REPROVADO
"183,528",M,20152,7,0,"18,492",SISTEMAS DE CONTROLE E AUTOMAÇÃO,60,APROVADO
"269,544",M,20151,7.6,0,"3,818",INTRODUCAO AO COMPUTADOR,60,APROVADO
"154,544",M,20122,null,0,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,TRANCADO
"264,209",M,20142,0,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,REP. FALTA
"150,432",M,20142,8.6,0,"1,656",ANALISE E PROJETO DE ALGORITMOS,60,APROVADO
"260,257",M,20142,null,0,"3,817",INTRODUCAO A PROGRAMACAO,60,TRANCADO
"151,028",F,20151,0.7,0,"1,641",SERIES E EQUACOES DIF ORDINARIAS,60,REPROVADO
"273,943",M,20152,7.8,0,"4,250",CALCULO VET GEO ANALITICA,60,APROVADO
"280,564",M,20162,null,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,MATRICULADO
"184,764",M,20131,2.6,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,REPROVADO
"129,051",M,20151,7.9,0,951,ADM SIST DE INFORMACOES,60,APROVADO
"183,610",M,20152,8,0,"3,504",ARQUITETURA DE COMPUTADORES I,60,APROVADO
"133,026",F,20102,7.2,0,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,DISPENSADO
"171,496",M,20161,null,null,"2,694",INTRODUCAO AO PROC DIGITAL DE IMAGENS,60,TRANCADO
"259,449",M,20142,7.9,0,"3,817",INTRODUCAO A PROGRAMACAO,60,APROVADO
"277,866",M,20162,null,0,"4,250",CALCULO VET GEO ANALITICA,60,MATRICULADO
"176,996",F,20122,2.7,0,"7,034",FISICA APLICADA A COMPUTACAO I,60,REPROVADO
"154,543",M,20131,2.7,0,"2,704",PESQUISA APLICADA A COMPUTACAO,45,REPROVADO
"150,605",M,20132,9.7,0,"1,665",ESTRUTURA DE DADOS,60,APROVADO
"270,759",M,20152,1.8,30,"17,808",MATEMÁTICA DISCRETA,60,REP. FALTA
"183,247",M,20162,null,0,"1,641",SERIES E EQUACOES DIF ORDINARIAS,60,MATRICULADO
"114,158",M,20111,9.1,0,"4,959",INTRODUCAO A SOCIOLOGIA,60,APROVADO
"148,673",M,20141,2.4,0,"3,829",LINGUAGEM PROGRAMACAO II,60,REPROVADO
"265,762",M,20151,null,0,"3,829",LINGUAGEM PROGRAMACAO II,60,TRANCADO
"148,562",M,20111,0,0,"7,034",FISICA APLICADA A COMPUTACAO I,60,REP. FALTA
"183,247",M,20131,1,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,REPROVADO
"173,217",M,20161,null,null,"7,036",CALCULO DIF  E INTEGRAL III,60,INDEFERIDO
"150,373",M,20141,6,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,APROVADO
"109,547",F,20071,null,0,"4,246",CALCULO DIFERENCIAL E INTEGRAL I,90,TRANCADO
"291,227",M,20162,8.8,0,"4,705",INTRODUCAO A PSICOLOGIA,60,DISPENSADO
"259,216",M,20142,0,0,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,REP. FALTA
"175,578",M,20122,9,0,"4,372",LINGUA INGLESA I,75,APROVADO
"190,231",F,20142,3.2,0,"7,036",CALCULO DIF  E INTEGRAL III,60,REPROVADO
"291,243",F,20162,9.7,0,"19,150",SIMULAÇÃO COMPUTACIONAL,60,DISPENSADO
"171,512",M,20152,9.7,0,"18,965",GERÊNCIA DE PROJETOS,60,APROVADO
"274,274",M,20162,null,0,"17,740",CÁLCULO  DAS PROBABILIDADES I,60,MATRICULADO
"257,935",M,20161,8.4,0,"1,663",ESPECIFICACAO DE REQUISITOS DE SOFTWARE,60,APROVADO
"150,373",M,20141,2.1,0,"7,036",CALCULO DIF  E INTEGRAL III,60,REPROVADO
"154,942",M,20161,null,null,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,INDEFERIDO
"174,739",M,20131,5.7,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,APROVADO
"270,252",M,20152,8,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,APROVADO
"277,870",M,20161,2.8,0,"17,808",MATEMÁTICA DISCRETA,60,REPROVADO
"249,702",M,20151,7.3,0,"2,689",INTRODUCAO A INTELIGENCIA ARTIFICIAL,60,APROVADO
"253,809",M,20162,null,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,MATRICULADO
"183,505",M,20142,0,0,"3,829",LINGUAGEM PROGRAMACAO II,60,REP. FALTA
"150,186",F,20112,0,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,REP. FALTA
"171,435",M,20161,null,null,"1,641",SERIES E EQUACOES DIF ORDINARIAS,60,INDEFERIDO
"286,383",M,20162,null,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,MATRICULADO
"270,373",M,20152,2.3,4,"1,641",SERIES E EQUACOES DIF ORDINARIAS,60,REPROVADO
"282,454",M,20161,3.6,0,"7,034",FISICA APLICADA A COMPUTACAO I,60,REPROVADO
"254,265",M,20142,10,0,"4,372",LINGUA INGLESA I,75,APROVADO
"149,900",M,20121,0,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,REP. FALTA
"274,793",M,20152,0,20,"3,817",INTRODUCAO A PROGRAMACAO,60,REP. FALTA
"173,968",M,20131,7.8,0,"3,828",LINGUAGEM PROGRAMACAO I,60,APROVADO
"154,547",M,20142,0,0,"1,663",ESPECIFICACAO DE REQUISITOS DE SOFTWARE,60,REP. FALTA
"262,994",F,20142,0,0,"4,250",CALCULO VET GEO ANALITICA,60,REP. FALTA
"174,834",F,20131,null,null,"21,880",ROBOTICA,60,APROVEITADO
"150,376",F,20112,0,0,"4,250",CALCULO VET GEO ANALITICA,60,REP. FALTA
"170,581",M,20121,5.7,0,"3,828",LINGUAGEM PROGRAMACAO I,60,APROVADO
"192,497",M,20141,8.13,0,"3,846",SISTEMAS OPERACIONAIS I,60,APROVADO
"150,142",M,20152,9.3,0,"4,323",PORTUGUES INSTRUMENTAL,60,APROVADO
"107,137",M,20092,0,0,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,REP. FALTA
"149,390",M,20111,10,0,"2,722",TOP ESP EM TEORIA DA COMPUTACAO,60,DISPENSADO
"250,197",M,20141,null,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,TRANCADO
"178,279",M,20121,0,0,"7,215",ELETRICE CIRCUITOS PARA COMPUTAÇÃO,90,REP. FALTA
"183,247",M,20142,6.5,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,APROVADO
"279,452",M,20161,6.5,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,APROVADO
"132,953",M,20122,7,0,"4,372",LINGUA INGLESA I,75,APROVADO
"176,138",M,20122,7,0,"4,372",LINGUA INGLESA I,75,APROVADO
"124,336",M,20091,7.4,0,"4,247",CALCULO DIFERENCIAL E INTEGRAL II,90,DISPENSADO
"258,900",M,20151,8,6,"7,215",ELETRICE CIRCUITOS PARA COMPUTAÇÃO,90,APROVADO
"176,213",M,20151,10,0,"3,846",SISTEMAS OPERACIONAIS I,60,APROVADO
"170,581",M,20141,9.2,0,"2,687",INTERACAO HOMEMMAQUINA,60,APROVADO
"258,664",M,20141,0,0,"7,034",FISICA APLICADA A COMPUTACAO I,60,REP. FALTA
"269,542",M,20152,0,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,REPROVADO
"151,040",M,20131,3.3,0,"1,641",SERIES E EQUACOES DIF ORDINARIAS,60,REPROVADO
"280,564",M,20162,null,null,"20,099",INTRODUÇÃO A TEORIA DOS GRAFOS,60,TRANCADO
"129,050",M,20112,2.8,0,"2,710",TEORIA DA COMPUTACAO,60,REPROVADO
"107,368",M,20091,7.9,0,"1,656",ANALISE E PROJETO DE ALGORITMOS,60,APROVADO
"269,817",M,20162,null,null,"21,871",ELETRICIDADE E CIRCUITOS PARA COMPUTAÇÃO I,60,MATRICULADO
"108,464",F,20091,7.75,0,"3,846",SISTEMAS OPERACIONAIS I,60,APROVADO
"175,829",M,20122,9.4,0,"7,228",INTRODUÇÃO À COMPUTAÇÃO CIENTÍFICA,60,APROVADO
"279,524",M,20162,null,null,"2,698",LOGICA APLICADA A COMPUTACAO,60,MATRICULADO
"114,012",M,20102,8.3,0,"10,959",MODELOS PROBABILÍSTICOS P COMPUTAÇÃO,60,APROVADO
"134,305",M,20112,9,0,"2,704",PESQUISA APLICADA A COMPUTACAO,45,APROVADO
"257,950",M,20162,null,null,"4,372",LINGUA INGLESA I,75,TRANCADO
"171,518",F,20131,5,0,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,APROVADO
"155,168",F,20122,7,0,"3,829",LINGUAGEM PROGRAMACAO II,60,APROVADO
"135,327",M,20101,7.3,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,DISPENSADO
"279,363",M,20162,null,0,"7,035",FISICA APLICADA A COMPUTACAO II,60,MATRICULADO
"273,698",M,20152,3.5,0,"7,228",INTRODUÇÃO À COMPUTAÇÃO CIENTÍFICA,60,REPROVADO
"275,232",M,20162,null,null,"3,829",LINGUAGEM PROGRAMACAO II,60,MATRICULADO
"149,644",M,20111,8,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,APROVADO
"175,544",M,20122,6.7,0,"2,705",REDES DE COMPUTADORES I,60,DISPENSADO
"148,562",M,20141,7.5,0,"2,700",METODOS DE PROJETO DE SOFTWARE,60,APROVADO
"171,287",M,20142,8.5,0,"1,665",ESTRUTURA DE DADOS,60,APROVADO
"250,514",M,20132,0,0,"7,034",FISICA APLICADA A COMPUTACAO I,60,REP. FALTA
"269,543",M,20151,7.5,0,"2,703",PARADIGMAS DE LING DE PROGRAMAÇÃO,60,DISPENSADO
"271,010",M,20162,null,0,"3,922",INTRODUCAO A FILOSOFIA,60,MATRICULADO
"264,871",M,20142,0,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,REP. FALTA
"187,171",M,20132,0,0,"4,250",CALCULO VET GEO ANALITICA,60,REP. FALTA
"149,646",M,20152,9.3,0,"3,809",ENGENHARIA DE SOFTWARE,60,APROVADO
"175,583",M,20152,null,null,"1,663",ESPECIFICACAO DE REQUISITOS DE SOFTWARE,60,TRANCADO
"175,583",M,20162,null,0,"2,688",INTRODUÇÃO A COMPUTAÇÃO GRÁFICA,60,MATRICULADO
"291,240",F,20162,7.2,0,"5,679",CÁLCULO NUMÉRICO,60,DISPENSADO
"149,647",M,20111,0,0,"4,244",CALCULO DIFERENCIAL E INTEGRAL III,90,REP. FALTA
"257,947",M,20161,8.8,0,"2,697",LINGUAGENS FORMAIS E AUTOMATOS,60,APROVADO
"185,459",M,20131,6.05,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,APROVADO
"108,500",M,20111,8,0,"2,687",INTERACAO HOMEMMAQUINA,60,APROVADO
"185,803",F,20141,8.1,0,"2,704",PESQUISA APLICADA A COMPUTACAO,45,APROVADO
"129,432",M,20141,8.5,0,"2,687",INTERACAO HOMEMMAQUINA,60,APROVADO
"119,688",M,20111,0,0,"7,034",FISICA APLICADA A COMPUTACAO I,60,REP. FALTA
"129,707",M,20112,null,0,"2,689",INTRODUCAO A INTELIGENCIA ARTIFICIAL,60,TRANCADO
"270,373",M,20152,5,0,"7,036",CALCULO DIF  E INTEGRAL III,60,DISPENSADO
"178,431",F,20131,8.92,0,"3,817",INTRODUCAO A PROGRAMACAO,60,APROVADO
"150,793",M,20131,8.2,0,"3,828",LINGUAGEM PROGRAMACAO I,60,APROVADO
"262,993",F,20161,null,null,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,INDEFERIDO
"181,524",M,20152,7.4,0,"3,829",LINGUAGEM PROGRAMACAO II,60,APROVADO
"171,649",M,20142,5,0,"7,034",FISICA APLICADA A COMPUTACAO I,60,APROVADO
"107,379",M,20121,8.1,0,"3,846",SISTEMAS OPERACIONAIS I,60,APROVADO
"124,005",M,20101,0,0,"3,818",INTRODUCAO AO COMPUTADOR,60,REP. FALTA
"279,888",M,20162,null,0,"21,868",CIRCUITOS LOGICOS I,60,MATRICULADO
"269,814",M,20162,null,0,"2,687",INTERAÇÃO  HOMEM  MAQUINA,60,MATRICULADO
"174,722",M,20151,0,0,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,REPROVADO
"173,873",M,20122,1,0,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,REPROVADO
"282,238",M,20162,null,null,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,INDEFERIDO
"185,467",M,20132,7.23,0,"2,688",IINTRODUÇÃO A COMPUTAÇÃO GRÁFICA,60,APROVADO
"113,480",M,20111,null,0,"2,697",LINGUAGENS FORMAIS E AUTOMATOS,60,TRANCADO
"176,221",M,20141,8.1,0,"2,709",SISTEMAS MULTIMIDIA,60,APROVADO
"175,220",M,20122,0,0,"4,250",CALCULO VET GEO ANALITICA,60,REP. FALTA
"279,852",M,20162,null,null,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,EXCLUIDA
"182,258",M,20152,null,null,772,EDUCACAO FISICA,30,TRANCADO
"280,241",M,20162,null,null,"20,099",INTRODUÇÃO A TEORIA DOS GRAFOS,60,TRANCADO
"109,116",M,20072,null,0,"4,250",CALCULO VET GEO ANALITICA,60,TRANCADO
"150,186",F,20111,7,0,"3,818",INTRODUCAO AO COMPUTADOR,60,APROVADO
"190,432",M,20161,null,null,"2,709",SISTEMAS MULTIMIDIA,60,TRANCADO
"268,813",M,20161,9.3,0,"1,665",ESTRUTURA DE DADOS,60,APROVADO
"263,866",M,20142,5.6,0,"7,228",INTRODUÇÃO À COMPUTAÇÃO CIENTÍFICA,60,APROVADO
"259,210",M,20141,2.3,0,"4,250",CALCULO VET GEO ANALITICA,60,REPROVADO
"280,056",M,20161,8.9,0,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,APROVADO
"254,547",M,20142,2.3,0,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,REPROVADO
"154,889",M,20132,0,0,954,ADM DE EMPRESAS,75,REP. FALTA
"132,812",M,20121,8,0,"4,250",CALCULO VET GEO ANALITICA,60,APROVADO
"154,741",M,20122,0,0,"7,215",ELETRICE CIRCUITOS PARA COMPUTAÇÃO,90,REP. FALTA
"275,673",M,20161,3,0,"2,698",LOGICA APLICADA A COMPUTACAO,60,REPROVADO
"178,162",M,20131,3.8,0,"2,698",LOGICA APLICADA A COMPUTACAO,60,REPROVADO
"190,231",F,20141,8.6,0,"2,710",TEORIA DA COMPUTACAO,60,APROVADO
"176,217",F,20121,8,0,"4,372",LINGUA INGLESA I,75,APROVADO
"150,375",M,20151,null,0,"2,700",METODOS DE PROJETO DE SOFTWARE,60,TRANCADO
"176,984",M,20141,1.3,0,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,REPROVADO
"176,993",F,20122,null,0,"1,561",CALCULO DAS PROBABILIDADES I,60,TRANCADO
"149,646",M,20161,9,0,"20,494",ESTÁGIO SUPERVISIONADO,300,APROVADO
"148,678",M,20142,0,0,"3,817",INTRODUCAO A PROGRAMACAO,60,REP. FALTA
"171,646",F,20121,0,0,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,REP. FALTA
"265,229",F,20161,0,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,REPROVADO
"150,736",F,20131,2.7,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,REPROVADO
"250,659",F,20132,6,0,"3,818",INTRODUCAO AO COMPUTADOR,60,APROVADO
"133,779",F,20131,7.4,0,"3,846",SISTEMAS OPERACIONAIS I,60,APROVADO
"147,427",M,20132,10,0,"2,724",TRABALHO DE CONCLUSAO DE CURSO,30,APROVADO
"254,674",M,20161,null,null,"4,250",CALCULO VET GEO ANALITICA,60,INDEFERIDO
"119,205",M,20101,9,0,"2,704",PESQUISA APLICADA A COMPUTACAO,45,APROVADO
"108,500",M,20112,6.8,0,"1,641",SERIES E EQUACOES DIF ORDINARIAS,60,DISPENSADO
"124,336",M,20091,7.9,0,"2,710",TEORIA DA COMPUTACAO,60,DISPENSADO
"186,021",M,20132,0,0,"4,250",CALCULO VET GEO ANALITICA,60,REP. FALTA
"181,608",M,20132,9.6,0,"2,710",TEORIA DA COMPUTACAO,60,APROVADO
"171,702",M,20122,null,0,"17,176",MATEMÁTICA DISCRETA,60,TRANCADO
"135,707",M,20132,8.7,0,"3,518",CONSTRUCAO DE COMPILADORES I,60,APROVADO
"150,188",M,20112,3,0,"7,035",FISICA APLICADA A COMPUTACAO II,60,REPROVADO
"129,379",M,20142,7.4,0,"3,809",ENGENHARIA DE SOFTWARE,60,DISPENSADO
"113,198",F,20082,8,0,"3,818",INTRODUCAO AO COMPUTADOR,60,APROVADO
"269,618",M,20151,9.5,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,APROVADO
"175,830",F,20131,0,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,REP. FALTA
"169,804",M,20131,5.3,0,"2,704",PESQUISA APLICADA A COMPUTACAO,45,APROVADO
"123,996",M,20101,5,0,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,APROVADO
"148,674",M,20121,1,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,REPROVADO
"279,721",M,20162,null,null,"21,871",ELETRICIDADE E CIRCUITOS PARA COMPUTAÇÃO I,60,MATRICULADO
"135,331",M,20121,8.2,0,"1,659",BANCO DE DADOS I,60,APROVADO
"254,686",M,20141,0,0,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,REP. FALTA
"264,037",F,20151,null,0,"4,323",PORTUGUES INSTRUMENTAL,60,EXCLUIDA
"124,336",M,20102,8.1,0,"2,689",INTRODUCAO A INTELIGENCIA ARTIFICIAL,60,DISPENSADO
"147,912",M,20121,7.5,0,"3,505",ARQUITETURA DE COMPUTADORES II,60,APROVADO
"149,390",M,20111,8.22,0,"2,689",INTRODUCAO A INTELIGENCIA ARTIFICIAL,60,APROVADO
"171,509",M,20142,9.54,0,"3,846",SISTEMAS OPERACIONAIS I,60,APROVADO
"276,998",M,20152,6.7,4,"4,250",CALCULO VET GEO ANALITICA,60,APROVADO
"280,487",M,20162,null,null,"4,250",CALCULO VET GEO ANALITICA,60,CANCELADO
"153,300",M,20161,9.3,0,"4,555",CALCULO NUMERICO,60,APROVADO
"185,754",M,20141,1.8,0,"1,641",SERIES E EQUACOES DIF ORDINARIAS,60,REPROVADO
"148,676",F,20162,null,0,"7,036",CALCULO DIF  E INTEGRAL III,60,MATRICULADO
"254,685",M,20162,null,null,"2,710",TEORIA DA COMPUTACAO,60,MATRICULADO
"175,538",M,20122,5.8,0,"2,698",LOGICA APLICADA A COMPUTACAO,60,APROVADO
"190,315",M,20162,null,null,"3,829",LINGUAGEM PROGRAMACAO II,60,MATRICULADO
"184,375",M,20162,null,0,995,SISTEMA DE INFORMACAO E DECISAO,60,MATRICULADO
"123,994",M,20111,3.7,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,REPROVADO
"254,404",M,20151,9,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,APROVADO
"107,375",M,20112,5.4,0,"1,641",SERIES E EQUACOES DIF ORDINARIAS,60,DISPENSADO
"119,203",M,20121,8.5,0,"2,700",METODOS DE PROJETO DE SOFTWARE,60,APROVADO
"178,701",M,20122,0,0,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,REP. FALTA
"149,647",M,20161,7.5,0,"4,555",CALCULO NUMERICO,60,APROVADO
"258,900",M,20152,9.7,0,"3,829",LINGUAGEM PROGRAMACAO II,60,APROVADO
"275,232",M,20161,9.2,3,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,APROVADO
"271,757",M,20151,8.8,0,"2,746",LINGUAGEM DE PROGRAMACAO III,60,DISPENSADO
"182,430",M,20162,null,null,"4,925",CULTURA DOS POVOS DE LING INGLESA,60,MATRICULADO
"185,020",M,20162,null,null,"4,372",LINGUA INGLESA I,75,INDEFERIDO
"265,765",M,20142,5,0,"4,250",CALCULO VET GEO ANALITICA,60,DISPENSADO
"116,164",M,20101,0,0,"3,516",COMPUTADORES E SOCIEDADE,30,REP. FALTA
"258,662",F,20152,8,0,"1,661",CIRCUITOS LOGICOS,90,APROVADO
"275,256",M,20161,8.5,0,"2,704",PESQUISA APLICADA A COMPUTACAO,45,APROVADO
"185,806",M,20141,9,0,"4,372",LINGUA INGLESA I,75,APROVADO
"150,797",M,20141,8.6,0,"18,967",COMPUTAÇÃO PERVASIVA,60,APROVADO
"154,695",M,20122,6.6,0,"1,665",ESTRUTURA DE DADOS,60,APROVADO
"170,229",M,20132,8.5,0,"3,504",ARQUITETURA DE COMPUTADORES I,60,APROVADO
"254,276",M,20142,3.2,0,"17,740",CÁLCULO  DAS PROBABILIDADES I,60,REPROVADO
"171,344",F,20132,0,0,"2,704",PESQUISA APLICADA A COMPUTACAO,45,REP. FALTA
"150,797",M,20111,8.8,0,"7,034",FISICA APLICADA A COMPUTACAO I,60,APROVADO
"171,377",M,20131,7.9,0,"2,687",INTERACAO HOMEMMAQUINA,60,APROVADO
"148,673",M,20162,null,0,"2,705",REDES DE COMPUTADORES I,60,MATRICULADO
"150,606",M,20121,0,0,"9,265",INTROD À ENGENHARIA DE COMPUTAÇÃO,60,REP. FALTA
"253,539",M,20132,7.5,0,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,DISPENSADO
"281,977",M,20162,9.7,0,"3,818",INTRODUCAO AO COMPUTADOR,60,DISPENSADO
"123,032",M,20101,3.6,0,"7,035",FISICA APLICADA A COMPUTACAO II,60,REPROVADO
"280,361",F,20162,null,0,"21,873",MATERIAIS PARA MICRO E NANO TECNOLOGIA,60,MATRICULADO
"259,204",M,20152,9.2,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,APROVADO
"151,031",M,20161,null,null,"17,823",AGENTES INTELIGENTES,60,DESISTENCIA
"129,442",M,20112,1.2,0,"7,035",FISICA APLICADA A COMPUTACAO II,60,REPROVADO
"174,253",M,20161,0,50,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,REP. FALTA
"182,430",M,20162,null,null,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,INDEFERIDO
"174,928",M,20152,null,null,"3,899",ECONOMIA I,60,INDEFERIDO
"109,274",M,20072,4.1,0,"4,250",CALCULO VET GEO ANALITICA,60,REPROVADO
"134,246",M,20122,9,0,"2,735",TRABALHO INDIV EM TEORIA DA COMPUTACAO,60,APROVADO
"265,354",M,20161,9.9,0,"2,746",LINGUAGEM DE PROGRAMACAO III,60,APROVADO
"192,084",M,20152,0,0,"3,516",COMPUTADORES E SOCIEDADE,30,REPROVADO
"279,369",M,20162,null,0,"7,034",FISICA APLICADA A COMPUTACAO I,60,MATRICULADO
"260,166",M,20141,0,0,"3,818",INTRODUCAO AO COMPUTADOR,60,REP. FALTA
"174,766",M,20161,8.2,0,"20,096",ESTÁGIO SUPERVISIONADO II,150,APROVADO
"169,071",M,20161,0.3,38,"17,807",PESQUISA OPERACIONAL,60,REP. FALTA
"273,862",F,20162,null,null,"2,693",INTRODUCAO A TEORIA DA INFORMACAO,60,TRANCADO
"288,739",F,20161,9.2,0,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,APROVADO
"280,122",M,20161,9.1,0,"3,817",INTRODUCAO A PROGRAMACAO,60,APROVADO
"171,648",M,20121,0,0,"4,250",CALCULO VET GEO ANALITICA,60,REP. FALTA
"268,832",M,20152,null,null,"3,516",COMPUTADORES E SOCIEDADE,30,EXCLUIDA
"271,588",M,20152,null,0,"4,247",CALCULO DIFERENCIAL E INTEGRAL II,90,TRANCADO
"268,804",M,20162,null,null,"3,504",ARQUITETURA DE COMPUTADORES I,60,MATRICULADO
"171,512",M,20122,7,0,"3,817",INTRODUCAO A PROGRAMACAO,60,APROVADO
"109,120",M,20072,0,0,"3,817",INTRODUCAO A PROGRAMACAO,60,REP. FALTA
"119,274",M,20102,null,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,TRANCADO
"155,162",M,20112,5.9,0,"4,250",CALCULO VET GEO ANALITICA,60,APROVADO
"282,382",M,20162,null,null,"1,638",CALCULO DIFERENCIAL E INTEGRAL I,60,INDEFERIDO
"114,158",M,20102,8.4,0,"3,518",CONSTRUCAO DE COMPILADORES I,60,APROVADO
"269,542",M,20151,7.91,0,"2,699",METODOLOGIA DO TRABALHO CIENTIFICO,45,DISPENSADO
"168,568",M,20152,null,null,995,SISTEMA DE INFORMACAO E DECISAO,60,INDEFERIDO
"267,114",M,20151,0,0,"4,250",CALCULO VET GEO ANALITICA,60,REPROVADO
"150,373",M,20142,null,0,"3,899",ECONOMIA I,60,EXCLUIDA
"182,676",F,20142,6.5,0,"1,640",INTRODUCAO A ALGEBRA LINEAR,60,APROVADO
"178,237",M,20122,7,0,"1,639",CALCULO DIFERENCIAL E INTEGRAL II,60,APROVADO
"119,831",M,20132,3.67,0,"2,688",IINTRODUÇÃO A COMPUTAÇÃO GRÁFICA,60,REPROVADO
"284,931",M,20161,5,0,"3,818",INTRODUCAO AO COMPUTADOR,60,APROVADO
